,latitude_ERA,longitude_ERA,MODIS_LST,V15_prediction,V20_prediction,V20X_prediction,V15X_prediction,V15_error,V20_error,V20X_error,V15X_error,delta,deltaX,deltaX15,values,step,surface,latitude,longitude,change_in_cl,V15_cl,V20_cl,percentage_change_in_cl,heightAboveGround,change_in_si10,V15_si10,V20_si10,percentage_change_in_si10,change_in_cvh,V15_cvh,V20_cvh,percentage_change_in_cvh,change_in_cvl,V15_cvl,V20_cvl,percentage_change_in_cvl,change_in_lsm,V15_lsm,V20_lsm,percentage_change_in_lsm,change_in_dl,V15_dl,V20_dl,percentage_change_in_dl,cl_change_is_significant,si10_change_is_significant,cvh_change_is_significant,cvl_change_is_significant,lsm_change_is_significant,dl_change_is_significant,bitstring
5833,-33.86415690284984,136.64,305.75424,299.4145,299.9696,301.97183,298.6091,6.6871486,6.0880294,4.517512,7.370381,-0.5991192,-2.1696367,0.6832323,420160,0 days,0.0,-33.86415690284984,136.64,-0.37312245,0.3731835,6.1035156e-05,-0.99983644,10.0,0.0,0.0,0.0,,0.0,0.08911133,0.08911133,0.0,8.821487e-06,0.5453708,0.54537964,1.617521e-05,-0.01358068,0.6268165,0.61323583,-0.021666117,-7.270508,11.236328,3.9658203,-0.6470537,True,False,False,False,False,True,100100
5834,-33.86415690284984,136.96000000000004,305.62637,296.55865,296.47012,296.53964,296.13696,9.818454,9.790833,9.753835,10.14008,-0.027620316,-0.064619064,0.32162666,420161,0 days,0.0,-33.86415690284984,136.96000000000004,1.3828278e-05,0.0,1.3828278e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0020686388,0.060490727,0.062559366,0.034197617,2.3427734,11.926758,14.269531,0.19643003,False,False,False,False,False,True,000100
5835,-33.86415690284984,137.60000000000002,305.70615,303.44534,303.04175,302.23975,301.78464,7.116111,7.050087,6.5883627,6.9847546,-0.06602383,-0.5277481,-0.13135624,420163,0 days,0.0,-33.86415690284984,137.60000000000002,6.1035156e-05,0.0,6.1035156e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.012855053,0.3480271,0.36088216,0.03693693,-5.8291016,11.65625,5.8271484,-0.5000838,False,False,False,False,False,True,000100
5840,-33.86415690284984,139.2,308.9843,303.28973,302.79895,303.2013,302.83383,6.17855,6.5248528,6.15253,6.5309896,0.346303,-0.026019573,0.35243988,420168,0 days,0.0,-33.86415690284984,139.2,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,1.2040138e-05,0.2808107,0.28082275,4.287635e-05,-1.2040138e-05,0.7191893,0.71917725,-1.6741265e-05,0.0,1.0,1.0,0.0,-23.40039,25.0,1.5996094,-0.9360156,False,False,False,False,False,True,000100
5841,-33.86415690284984,139.51999999999998,310.57346,304.90927,303.54172,304.92258,303.98746,6.2360907,7.3316703,6.1301217,6.9790263,1.0955796,-0.10596895,0.74293566,420169,0 days,0.0,-33.86415690284984,139.51999999999998,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,9.417534e-06,0.016500592,0.01651001,0.00057073915,-9.417534e-06,0.9834994,0.98349,-9.575536e-06,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
5880,-33.58312658166939,-78.72000000000003,289.90756,297.21585,295.90744,295.9477,296.78232,7.308276,6.02036,6.0540867,6.875503,-1.2879162,-1.2541895,-0.4327731,419487,0 days,0.0,-33.58312658166939,-78.72000000000003,5.9843063e-05,0.0,5.9843063e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.027861,0.012050509,0.03991151,2.3120184,-22.55664,1358.4287,1335.8721,-0.01660495,False,False,False,False,False,False,000000
5885,-33.58312658166939,-70.39999999999998,304.88034,296.8926,297.77826,298.17215,298.14142,8.1517725,7.4087925,6.980408,6.9865537,-0.74298,-1.1713643,-1.1652188,419513,0 days,0.0,-33.58312658166939,-70.39999999999998,0.00062024593,0.0,0.00062024593,inf,10.0,0.0,0.0,0.0,,5.1259995e-06,0.21718848,0.2171936,2.3601619e-05,-5.1259995e-06,0.7828115,0.7828064,-6.5481913e-06,-0.00062024593,1.0,0.99937975,-0.00062024593,-3.6660156,25.0,21.333984,-0.14664063,False,False,False,False,False,True,000100
5886,-33.58312658166939,-70.07999999999998,295.6957,289.53867,289.46533,291.91458,292.00507,6.831553,6.764129,4.9151216,4.824987,-0.06742382,-1.9164314,-2.006566,419514,0 days,0.0,-33.58312658166939,-70.07999999999998,0.017923355,0.00046765804,0.018391013,38.32577,10.0,0.025878906,0.0,0.025878906,inf,0.0,0.016357422,0.016357422,0.0,-5.722046e-06,0.26321983,0.2632141,-2.1738659e-05,-0.017923355,0.99953234,0.981609,-0.01793174,-17.44043,38.0,20.55957,-0.4589587,False,False,False,False,False,True,000100
5888,-33.58312658166939,-69.44,293.46085,291.54593,290.0397,290.1901,291.09717,5.1381855,5.704707,5.56563,5.2072883,0.56652164,0.42744446,0.069102764,419516,0 days,0.0,-33.58312658166939,-69.44,0.00028717518,0.0,0.00028717518,inf,10.0,0.03552246,0.0,0.03552246,inf,0.0,0.18051147,0.18051147,0.0,-1.2278557e-05,0.5816773,0.58166504,-2.110888e-05,-0.00028717518,1.0,0.9997128,-0.00028717518,-17.695312,25.0,7.3046875,-0.7078125,False,False,False,False,False,True,000100
5940,-33.58312658166939,18.24000000000001,302.69507,295.30017,295.4267,295.65375,295.25983,7.953989,7.6974397,7.5803056,7.909965,-0.25654936,-0.37368345,-0.04402399,418665,0 days,0.0,-33.58312658166939,18.24000000000001,3.0517578e-05,0.0,3.0517578e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.01661253,0.15507376,0.13846123,-0.10712663,-5.7646484,60.370117,54.60547,-0.095488444,False,False,False,False,False,False,000000
5970,-33.58312658166939,115.19999999999999,300.6617,297.18652,296.95605,296.3001,297.0317,5.5735188,5.7951074,5.9675336,5.880157,0.22158861,0.39401484,0.30663824,418968,0 days,0.0,-33.58312658166939,115.19999999999999,0.00054740906,0.0,0.00054740906,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.029641509,0.27334416,0.30298567,0.10844025,-6.192383,22.204102,16.011719,-0.27888465,False,False,False,False,False,True,000100
5999,-33.58312658166939,134.72000000000003,302.7421,299.89163,299.62405,299.8389,299.439,6.1290164,6.209214,5.743021,6.177031,0.08019781,-0.3859954,0.04801464,419029,0 days,0.0,-33.58312658166939,134.72000000000003,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0025920868,0.056610823,0.05920291,0.04578783,23.472656,14.196289,37.668945,1.6534361,False,False,False,False,False,True,000100
6005,-33.58312658166939,136.64,306.4888,301.89944,301.8596,302.4046,302.31696,5.563762,5.6537986,5.022437,5.2164154,0.09003639,-0.5413251,-0.34734678,419035,0 days,0.0,-33.58312658166939,136.64,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,-7.5101852e-06,0.31482685,0.31481934,-2.3854971e-05,7.5101852e-06,0.68517315,0.68518066,1.0961004e-05,0.0,1.0,1.0,0.0,-24.0,25.0,1.0,-0.96,False,False,False,False,False,True,000100
6007,-33.58312658166939,137.27999999999997,305.06,296.20947,296.07675,296.45737,295.19604,9.655335,9.754808,9.423394,10.53854,0.099473,-0.23194122,0.88320446,419037,0 days,0.0,-33.58312658166939,137.27999999999997,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0058705807,0.4391719,0.4450425,0.013367387,0.65722656,6.5703125,7.227539,0.10002973,False,False,False,False,False,True,000100
6012,-33.58312658166939,139.2,309.74182,304.40567,304.034,304.4012,303.57242,5.946414,6.1373677,5.8262115,6.561307,0.19095373,-0.12020254,0.61489296,419043,0 days,0.0,-33.58312658166939,139.2,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.07318115,0.07318115,0.0,-7.5101852e-06,0.893257,0.8932495,-8.407642e-06,0.0,1.0,1.0,0.0,-23.500977,25.0,1.4990234,-0.94003904,False,False,False,False,False,True,000100
6013,-33.58312658166939,139.51999999999998,311.18506,306.3854,304.8735,306.13928,305.6958,5.574402,6.7523127,5.633449,6.011819,1.1779108,0.059047222,0.43741703,419044,0 days,0.0,-33.58312658166939,139.51999999999998,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-22.140625,25.0,2.859375,-0.885625,False,False,False,False,False,True,000100
6051,-33.3020962596853,-71.68,298.6357,288.16464,289.93286,290.20807,289.65146,10.808467,9.227236,8.9677725,9.372509,-1.5812311,-1.8406944,-1.4359579,418384,0 days,0.0,-33.3020962596853,-71.68,0.00016927719,0.0,0.00016927719,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.012341142,0.4941255,0.48178434,-0.024975725,-1.7080078,150.3711,148.66309,-0.011358618,False,False,False,False,False,False,000000
6054,-33.3020962596853,-70.72000000000003,309.9603,303.44046,303.16272,302.05383,302.87054,6.758416,7.0137167,8.080543,7.2689657,0.25530052,1.3221264,0.51054955,418387,0 days,0.0,-33.3020962596853,-70.72000000000003,0.0003938675,0.0002424717,0.0006363392,1.6243855,10.0,0.0,0.0,0.0,,0.0,0.018676758,0.018676758,0.0,-1.2040138e-05,0.9806334,0.98062134,-1.227792e-05,-0.0003938675,0.9997575,0.99936366,-0.000393963,-4.6796875,23.639648,18.95996,-0.19795927,False,False,False,False,False,True,000100
6055,-33.3020962596853,-70.39999999999998,302.16956,296.44565,296.82364,298.18863,297.4516,6.7540703,6.456865,5.287288,5.853657,-0.29720545,-1.4667821,-0.9004135,418388,0 days,0.0,-33.3020962596853,-70.39999999999998,0.0006967783,0.0,0.0006967783,inf,10.0,0.0009765625,0.0,0.0009765625,inf,0.0,0.009033203,0.009033203,0.0,-1.4781952e-05,0.7295375,0.7295227,-2.0262087e-05,-0.0006967783,1.0,0.9993032,-0.0006967783,-3.0,25.0,22.0,-0.12,False,False,False,False,False,True,000100
6058,-33.3020962596853,-69.44,296.63715,289.27643,290.4344,290.74,290.2345,8.633223,7.8581457,7.51967,7.84093,-0.77507687,-1.1135526,-0.7922926,418391,0 days,0.0,-33.3020962596853,-69.44,1.5735626e-05,0.0,1.5735626e-05,inf,10.0,0.0023498535,0.0,0.0023498535,inf,0.0,0.22940063,0.22940063,0.0,-6.914139e-06,0.6702645,0.67025757,-1.0315538e-05,-1.5735626e-05,1.0,0.99998426,-1.5735626e-05,-16.179688,25.0,8.8203125,-0.6471875,False,False,False,False,False,True,000100
6141,-33.3020962596853,115.51999999999998,302.583,297.99234,298.23224,298.51096,298.26443,5.9670143,5.598021,5.2613745,5.6785173,-0.36899328,-0.70563984,-0.28849697,417844,0 days,0.0,-33.3020962596853,115.51999999999998,0.00047290325,0.0,0.00047290325,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0033397675,0.07553196,0.07887173,0.044216614,2.2714844,16.510742,18.782227,0.13757615,False,False,False,False,False,True,000100
6165,-33.3020962596853,123.19999999999999,306.0674,301.10095,300.9069,302.61575,301.2137,5.43701,5.618036,4.0996246,5.3068485,0.18102598,-1.3373852,-0.13016129,417868,0 days,0.0,-33.3020962596853,123.19999999999999,-0.0016733408,0.0016733408,0.0,-1.0,10.0,0.0,0.0,0.0,,-1.168251e-05,0.89893746,0.8989258,-1.299591e-05,1.168251e-05,0.101062536,0.10107422,0.00011559684,0.0016733408,0.99832666,1.0,0.0016761456,-8.407227,9.407227,1.0,-0.89369875,False,False,False,False,False,True,000100
6169,-33.3020962596853,134.39999999999998,302.63892,299.5271,299.1828,300.09897,299.13956,6.052138,6.2830153,5.8145466,6.1022854,0.2308774,-0.23759127,0.050147533,417903,0 days,0.0,-33.3020962596853,134.39999999999998,2.8014183e-05,0.0,2.8014183e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.0071362257,0.029696465,0.022560239,-0.24030557,30.86621,17.649414,48.515625,1.7488519,False,False,False,False,False,True,000100
6170,-33.3020962596853,134.72000000000003,303.9974,295.56277,295.35422,295.6049,295.03015,9.856338,9.908762,9.43952,10.074764,0.05242443,-0.41681767,0.2184267,417904,0 days,0.0,-33.3020962596853,134.72000000000003,0.004202366,0.0,0.004202366,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.02461803,0.38665426,0.36203623,-0.06366936,5.578125,20.913086,26.49121,0.26672894,False,False,False,False,False,True,000100
6175,-33.3020962596853,136.32,308.7635,304.27228,303.95044,304.38187,303.57257,5.1791434,5.2165155,4.7993464,5.6607766,0.037372112,-0.37979698,0.4816332,417909,0 days,0.0,-33.3020962596853,136.32,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.042999268,0.042999268,0.0,-1.0609627e-05,0.95508873,0.9550781,-1.1108525e-05,0.0,1.0,1.0,0.0,-24.0,25.0,1.0,-0.96,False,False,False,False,False,True,000100
6183,-33.3020962596853,139.2,310.0657,304.71542,303.78763,304.7904,304.22562,5.742603,6.5112553,5.590913,6.089302,0.76865244,-0.15169,0.34669924,417918,0 days,0.0,-33.3020962596853,139.2,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.06588745,0.06588745,0.0,1.4901161e-05,0.8501743,0.8501892,1.7527183e-05,0.0,1.0,1.0,0.0,-24.0,25.0,1.0,-0.96,False,False,False,False,False,True,000100
6184,-33.3020962596853,139.51999999999998,311.26508,306.55444,305.4183,306.79172,305.89044,5.3931317,6.190775,5.019527,5.767364,0.7976432,-0.37360477,0.3742323,417919,0 days,0.0,-33.3020962596853,139.51999999999998,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-23.17871,25.0,1.8212891,-0.92714846,False,False,False,False,False,True,000100
6213,-33.3020962596853,148.8,304.6657,300.2687,300.00198,300.4894,300.16165,5.140388,5.267715,4.849238,5.127904,0.12732697,-0.2911501,-0.012484074,417948,0 days,0.0,-33.3020962596853,148.8,0.00010550022,0.0,0.00010550022,inf,10.0,0.0,0.0,0.0,,-1.3709068e-05,0.15992582,0.15991211,-8.572142e-05,1.3709068e-05,0.8400742,0.8400879,1.6318878e-05,-0.00010550022,1.0,0.9998945,-0.00010550022,-20.0,25.0,5.0,-0.8,False,False,False,False,False,True,000100
6223,-33.021065936911214,-71.68,298.39053,290.43396,290.55536,291.57544,291.04984,8.305469,8.145467,7.2612777,7.733901,-0.16000175,-1.0441909,-0.57156754,417259,0 days,0.0,-33.021065936911214,-71.68,0.0008045435,0.0,0.0008045435,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0050218105,0.264616,0.26963782,0.018977728,4.6396484,297.0957,301.73535,0.01561668,False,False,False,False,False,False,000000
6226,-33.021065936911214,-70.72000000000003,312.10443,306.98737,305.57822,305.59372,304.0032,5.370733,6.6927633,6.682733,8.165072,1.3220305,1.3120003,2.7943397,417262,0 days,0.0,-33.021065936911214,-70.72000000000003,0.011269927,0.0003899336,0.011659861,28.90217,10.0,0.0,0.0,0.0,,0.0,0.012390137,0.012390137,0.0,1.3113022e-05,0.9796927,0.9797058,1.3384832e-05,-0.011269927,0.99961007,0.98834014,-0.011274323,-3.4160156,23.639648,20.223633,-0.14450365,False,False,False,False,False,True,000100
6231,-33.021065936911214,-69.12,300.63434,295.82642,295.40103,296.35226,297.27124,5.233207,5.544475,4.829165,4.097093,0.31126785,-0.40404224,-1.1361141,417267,0 days,0.0,-33.021065936911214,-69.12,0.013142467,0.0,0.013142467,inf,10.0,0.0,0.0,0.0,,4.4107437e-06,0.0056108236,0.0056152344,0.00078611344,-4.4107437e-06,0.9943892,0.99438477,-4.435631e-06,-0.013142467,1.0,0.98685753,-0.013142467,-18.0,25.0,7.0,-0.72,False,False,False,False,False,True,000100
6232,-33.021065936911214,-68.80000000000001,304.6611,309.8314,308.64322,307.2664,307.42972,5.4911704,4.4789395,3.3679433,3.594504,-1.0122309,-2.1232271,-1.8966663,417268,0 days,0.0,-33.021065936911214,-68.80000000000001,0.0002465248,0.0,0.0002465248,inf,10.0,0.0,0.0,0.0,,1.1920929e-06,0.02316165,0.023162842,5.1468392e-05,-1.1920929e-06,0.97683835,0.97683716,-1.2203584e-06,-0.0002465248,1.0,0.9997535,-0.0002465248,-18.0,25.0,7.0,-0.72,False,False,False,False,False,True,000100
6233,-33.021065936911214,-68.48000000000002,306.01334,311.66367,310.10443,309.43875,307.67096,6.0552287,4.566861,4.2129602,3.1353855,-1.4883676,-1.8422685,-2.9198432,417269,0 days,0.0,-33.021065936911214,-68.48000000000002,0.00066781044,0.0,0.00066781044,inf,10.0,0.0,0.0,0.0,,-1.2397766e-05,0.011792183,0.011779785,-0.0010513547,1.2397766e-05,0.9882078,0.9882202,1.2545707e-05,-0.00066781044,1.0,0.9993322,-0.00066781044,-18.0,25.0,7.0,-0.72,False,False,False,False,False,True,000100
6283,-33.021065936911214,-52.48000000000002,294.55762,302.79062,301.17905,301.5187,302.96768,8.3070545,6.834838,7.0133944,8.534005,-1.4722166,-1.2936602,0.22695065,417319,0 days,0.0,-33.021065936911214,-52.48000000000002,0.04939699,0.0,0.04939699,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0062761307,0.13213062,0.13840675,0.04749944,5.8476562,7.196289,13.043945,0.8125933,False,False,False,False,False,True,000100
6284,-33.021065936911214,17.920000000000016,303.24402,303.1948,302.82602,304.28314,302.18533,5.4795594,5.370262,4.570252,5.254993,-0.109297276,-0.9093075,-0.22456646,416414,0 days,0.0,-33.021065936911214,17.920000000000016,0.00028824806,0.0,0.00028824806,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.013267994,0.39957452,0.38630652,-0.033205304,-18.144531,65.23633,47.091797,-0.2781354,False,False,False,False,False,True,000100
6338,-33.021065936911214,122.56,307.0092,302.20645,302.8614,303.5725,302.15936,5.265778,4.7860413,4.199916,5.180938,-0.4797368,-1.0658622,-0.0848403,416741,0 days,0.0,-33.021065936911214,122.56,-0.002282858,0.0024849176,0.00020205975,-0.91868556,10.0,0.0,0.0,0.0,,0.0,0.6251221,0.6251221,0.0,-7.1525574e-06,0.36603498,0.36602783,-1.954064e-05,0.002282858,0.9975151,0.99979794,0.0022885448,-5.098633,6.098633,1.0,-0.8360288,False,False,False,False,False,True,000100
6341,-33.021065936911214,123.51999999999998,305.72513,300.98486,300.82776,302.61227,300.9405,5.108963,5.196384,3.722928,5.095351,0.08742094,-1.386035,-0.0136117935,416744,0 days,0.0,-33.021065936911214,123.51999999999998,-0.00080370903,0.0008068085,3.0994415e-06,-0.9961584,10.0,0.0,0.0,0.0,,0.0,0.8811035,0.8811035,0.0,7.2717667e-06,0.11147344,0.11148071,6.523318e-05,0.00080370903,0.9991932,0.9999969,0.000804358,-12.946289,13.946289,1.0,-0.9282963,False,False,False,False,False,True,000100
6344,-33.021065936911214,124.48000000000002,301.9507,296.85718,297.21075,296.4691,296.2891,6.5270147,6.3922315,6.8772373,6.921087,-0.13478327,0.3502226,0.39407206,416747,0 days,0.0,-33.021065936911214,124.48000000000002,2.1457672e-06,0.0,2.1457672e-06,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.0037420988,0.14563382,0.14189172,-0.02569526,-10.3046875,37.770508,27.46582,-0.27282363,False,False,False,False,False,True,000100
6345,-33.021065936911214,124.80000000000001,300.98062,296.27536,296.94492,296.1448,296.1307,6.059262,5.7030478,6.204309,6.1362386,-0.35621405,0.14504719,0.076976776,416748,0 days,0.0,-33.021065936911214,124.80000000000001,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.005028963,0.016366601,0.011337638,-0.30726984,-10.131836,47.58008,37.448242,-0.21294282,False,False,False,False,False,True,000100
6346,-33.021065936911214,134.08000000000004,304.5988,301.34143,300.67075,301.22186,300.51065,6.625227,6.90274,6.320429,6.6574078,0.27751303,-0.30479813,0.032180786,416777,0 days,0.0,-33.021065936911214,134.08000000000004,0.00159657,0.0,0.00159657,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.009747148,0.13815391,0.12840676,-0.07055282,34.848633,8.237305,43.085938,4.230587,False,False,False,False,False,True,000100
6353,-33.021065936911214,136.32,311.17065,305.7779,305.58752,305.90857,305.18158,5.9505467,5.945559,5.5700436,6.3049693,-0.0049877167,-0.38050318,0.35442257,416784,0 days,0.0,-33.021065936911214,136.32,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.032989502,0.032989502,0.0,1.2040138e-05,0.9598268,0.95983887,1.2544074e-05,0.0,1.0,1.0,0.0,-24.0,25.0,1.0,-0.96,False,False,False,False,False,True,000100
6357,-33.021065936911214,137.60000000000002,308.14508,301.83707,303.41037,304.7891,303.65097,6.745725,5.3516726,4.6051674,5.4369593,-1.3940525,-2.1405578,-1.3087659,416788,0 days,0.0,-33.021065936911214,137.60000000000002,0.0013287067,0.0,0.0013287067,inf,10.0,0.0,0.0,0.0,,0.0,0.0027770996,0.0027770996,0.0,1.168251e-05,0.55333304,0.5533447,2.111298e-05,-0.004938364,0.5347601,0.52982175,-0.009234727,-19.106445,25.0,5.8935547,-0.7642578,False,False,False,False,False,True,000100
6358,-33.021065936911214,137.91999999999996,306.2638,299.66937,299.3303,299.78763,298.52237,7.7208586,7.817531,7.491908,8.533349,0.096672535,-0.2289505,0.81249046,416789,0 days,0.0,-33.021065936911214,137.91999999999996,1.513958e-05,0.0,1.513958e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.0026117563,0.2838956,0.28128386,-0.009199707,-1.7236328,4.6904297,2.9667969,-0.36747867,False,False,False,False,False,True,000100
6362,-33.021065936911214,139.2,309.85226,304.6455,304.00043,304.71176,304.18558,5.773273,6.2503314,5.5891094,6.0847363,0.4770584,-0.18416357,0.31146336,416793,0 days,0.0,-33.021065936911214,139.2,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,-7.033348e-06,0.13696992,0.13696289,-5.134958e-05,7.033348e-06,0.8630301,0.8630371,8.149598e-06,0.0,1.0,1.0,0.0,-24.0,25.0,1.0,-0.96,False,False,False,False,False,True,000100
6363,-33.021065936911214,139.51999999999998,310.93933,306.37955,305.0203,306.64084,305.33322,5.351629,6.33938,4.91605,6.0264034,0.987751,-0.43557882,0.67477465,416794,0 days,0.0,-33.021065936911214,139.51999999999998,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.1920929e-05,0.9999881,1.0,1.1921071e-05,0.0,1.0,1.0,0.0,-24.0,25.0,1.0,-0.96,False,False,False,False,False,True,000100
6364,-33.021065936911214,139.84000000000003,312.18997,307.20474,306.15732,307.4553,306.63702,5.6062193,6.381764,5.2474647,5.9172735,0.77554464,-0.35875463,0.31105423,416795,0 days,0.0,-33.021065936911214,139.84000000000003,2.8133392e-05,0.0,2.8133392e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,-2.8133392e-05,1.0,0.99997187,-2.8133392e-05,-24.0,25.0,1.0,-0.96,False,False,False,False,False,True,000100
6392,-33.021065936911214,148.8,306.01447,301.14987,301.0417,301.17343,300.87564,5.3745656,5.293535,5.248177,5.499833,-0.08103037,-0.12638855,0.1252675,416823,0 days,0.0,-33.021065936911214,148.8,6.222725e-05,0.0,6.222725e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.012084961,0.012084961,0.0,-1.1920929e-07,0.9613954,0.96139526,-1.2399612e-07,-6.222725e-05,1.0,0.9999378,-6.222725e-05,-20.0,25.0,5.0,-0.8,False,False,False,False,False,True,000100
6460,-32.74003561336056,-52.80000000000001,293.01163,298.52,294.592,293.00256,298.45755,5.7476587,2.756958,2.188803,5.6281376,-2.9907007,-3.5588558,-0.11952114,416193,0 days,0.0,-32.74003561336056,-52.80000000000001,0.8960061,0.0,0.8960061,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.004653573,0.09934032,0.10399389,0.046844754,2.3798828,5.0,7.379883,0.47597656,True,False,False,False,False,True,100100
6462,-32.74003561336056,17.920000000000016,303.63367,302.30582,302.21356,302.0516,301.7626,5.4497304,5.238072,4.6904716,5.138693,-0.21165848,-0.75925875,-0.31103754,415289,0 days,0.0,-32.74003561336056,17.920000000000016,0.0002502203,0.0,0.0002502203,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.023476124,0.2841878,0.30766392,0.08260778,-10.494141,50.844727,40.350586,-0.20639585,False,False,False,False,False,True,000100
